word,n_morph
сионизм,3
сионист,3
сионистка,4
сионистский,4
сип,2
сипелка,5
сипеть,3
сипловатый,4
сиплый,3
сипнуть,3
сиповатый,3
сиповка,3
сипота,3
сипотца,4
сипуха,3
сирена,2
сиреневатый,3
сиренево-синий,5
сиреневый,3
сиреновые,3
сирень,2
сиречь,1
сириец,3
сирийка,3
сирийский,3
сирокко,1
сироп,2
сиропный,3
сироповый,3
сирота,2
сиротеть,3
сиротина,3
сиротинка,4
сиротиночка,5
сиротинушка,4
сиротка,3
сиротливый,3
сиротский,3
сиротство,3
сиротствовать,4
сиртаки,1
сирый,2
система,2
систематизатор,5
систематизация,5
систематизированный,7
систематизировать,6
систематизироваться,7
систематика,4
систематический,4
систематичный,4
системотехника,5
систола,2
систолический,3
сиська,3
сися,2
сисястый,3
ситалл,2
ситалловый,3
ситаллургия,4
ситар,2
ситец,2
ситечко,3
ситник,4
ситниковый,3
ситничек,5
ситный,3
сито,2
ситовейка,5
ситовидный,5
ситовник,4
ситовой,3
ситовый,3
ситоткань,6
ситро,1
ситуативный,3
ситуационный,3
ситуация,2
ситце,3
ситцевый,3
ситцекрасильный,7
ситценабивной,7
ситцепечатание,6
ситцепечатный,5
ситчик,3
сифилидолог,4
сифилидологический,5
сифилидология,5
сифилиды,2
сифилис,2
сифилитик,3
сифилитический,3
сифилитичка,4
сифилома,3
сифон,2
сифонный,3
сифоновый,3
сихотэ-алинский,4
сиюминутный,5
